tier,company_name,trade,ownership_type,county,city,zip,address,phone,website,google_rating,google_reviews,services,license_types,license_numbers,status,notes,match_source,google_place_id,google_url,ownership_confidence,parent_company_or_notes,active_license_count
B — Phone + priority county,"SOUTHERN AIR, INC.",HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Homestead,33033,"14933 Sw 302 Terrace, Homestead, FL, 33033",(772) 564-6980,www.southernplumbinginc.com,4.8,468,Plumber,CAC,CAC1818856,new,,companies.json (exact_name),ChIJjbW1_Wpe3ogRABi-a9-30W0,https://www.google.com/maps/search/?api=1&query=Southern%20Plumbing%20Inc.&query_place_id=ChIJjbW1_Wpe3ogRABi-a9-30W0,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,SOUTHERN HEATING AND AIR CONDITIONING LLC,HVAC,Independent / Likely Family-Owned (unverified),Hillsborough,Plant City,33567,"4423 Calhoun Rd, Plant City, FL, 33567",(772) 564-6980,www.southernplumbinginc.com,4.8,468,Plumber,CAC,CAC1822710,new,,companies.json (exact_name),ChIJjbW1_Wpe3ogRABi-a9-30W0,https://www.google.com/maps/search/?api=1&query=Southern%20Plumbing%20Inc.&query_place_id=ChIJjbW1_Wpe3ogRABi-a9-30W0,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,"SOUTHERN HEATING AND COOLING, INC.",HVAC,Independent / Likely Family-Owned (unverified),Lee,Fort Myers,33913,"14261 Jetport Loop W Suite 1, Fort Myers, FL, 33913",(772) 564-6980,www.southernplumbinginc.com,4.8,468,Plumber,CAC,CAC1817773,new,,companies.json (exact_name),ChIJjbW1_Wpe3ogRABi-a9-30W0,https://www.google.com/maps/search/?api=1&query=Southern%20Plumbing%20Inc.&query_place_id=ChIJjbW1_Wpe3ogRABi-a9-30W0,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,COUSINS PLUMBING,Plumbing,Independent / Likely Family-Owned (unverified),Pasco,Trinity,34655,"1615 Percheron Drive, Trinity, FL, 34655",(727) 248-2363,www.mycousinsplumbing.com,4.9,455,"Plumber, Service establishment",CFC,CFC1430443,new,,companies.json (exact_name),ChIJ8Y0YyOqTwogRr3EEcY1foew,https://www.google.com/maps/search/?api=1&query=Cousins%20Plumbing&query_place_id=ChIJ8Y0YyOqTwogRr3EEcY1foew,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,ULTIMATE COOLING SOLUTIONS LLC,HVAC,Independent / Likely Family-Owned (unverified),Palm Beach,West Palm Beach,33412,"13759 82 Lane North, West Palm Beach, FL, 33412",(813) 296-2010,ultimateplumbingsolutions.com,4.9,450,"Plumber, Bathroom remodeler, Drainage service, Sewage disposal service",CAC,CAC1821527,new,,companies.json (exact_name),ChIJMxW3hH00eaARhCM90xvMtts,https://www.google.com/maps/search/?api=1&query=Ultimate%20Plumbing%20Solutions%20LLC&query_place_id=ChIJMxW3hH00eaARhCM90xvMtts,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,"UNITED PLUMBING OF SOUTHWEST FLORIDA, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Lee,Cape Coral,33909,"618 Ne 1St Ave, Cape Coral, FL, 33909",(239) 482-3888,unitedplumbinginc.com,4.9,423,"Plumber, Bathroom remodeler, Kitchen remodeler, Water softening equipment supplier",CFC,CFC1433130,new,,companies.json (exact_name),ChIJzyyRn4QV24gR0l8SPhxHl_I,https://www.google.com/maps/search/?api=1&query=United%20Plumbing%20of%20Southwest%20Florida&query_place_id=ChIJzyyRn4QV24gR0l8SPhxHl_I,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,NEW LIFE COOLING AND HEATING INC.,HVAC,Independent / Likely Family-Owned (unverified),Lee,Lehigh Acres,33971,"1009 Carl Ave, Lehigh Acres, FL, 33971",(941) 504-4617,www.newlifeplumbingllc.com,5,419,"Plumber, Contractor",CAC,CAC1823981,new,,companies.json (exact_name),ChIJo1MPeSt8SYgRnssKP45zv5s,https://www.google.com/maps/search/?api=1&query=New%20Life%20Plumbing&query_place_id=ChIJo1MPeSt8SYgRnssKP45zv5s,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,NEW LIFE PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Sarasota,Sarasota,34240,"1265 Porter Rd Bldg 3-2, Sarasota, FL, 34240",(941) 504-4617,www.newlifeplumbingllc.com,5,419,"Plumber, Contractor",CFC,CFC1432030,new,,companies.json (exact_name),ChIJo1MPeSt8SYgRnssKP45zv5s,https://www.google.com/maps/search/?api=1&query=New%20Life%20Plumbing&query_place_id=ChIJo1MPeSt8SYgRnssKP45zv5s,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,ARMSTRONG BROS. PLUMBING,Plumbing,Independent / Likely Family-Owned (unverified),Manatee,Palmetto,34221,"923 4Th Street W, Palmetto, FL, 34221",(941) 721-4645,www.armstrongbrosplumbing.com,4.8,417,"Plumber, Contractor, Drainage service",CFC,CFC1430342,new,,companies.json (exact_name),ChIJNwxD8sIXw4gRfcxUw0cbVkw,https://www.google.com/maps/search/?api=1&query=Armstrong%20Bros%20Plumbing&query_place_id=ChIJNwxD8sIXw4gRfcxUw0cbVkw,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,PARRISH PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Manatee,Parrish,34219,"14875  Us Hwy 301 N, Parrish, FL, 34219",(941) 803-4202,www.parrishplumbing.com,4.9,415,Plumber,CFC,CFC1427460,new,,companies.json (exact_name),ChIJmwBYQq4lw4gRmIxmT5qneSI,https://www.google.com/maps/search/?api=1&query=Parrish%20Plumbing%20LLC&query_place_id=ChIJmwBYQq4lw4gRmIxmT5qneSI,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,FLORIDA PLUMBERS LLC,Plumbing,Independent / Likely Family-Owned (unverified),Hillsborough,Riverview,33569,"13008 Shadow Run Blvd, Riverview, FL, 33569",(239) 332-2750,theplumbersplumber.com/service-areas,4.9,413,"Plumber, Contractor, Drainage service, Service establishment, Water jet cutting service",CFC,CFC1430205,new,,companies.json (exact_name),ChIJVVVVVcVB24gRzwDmDBUKOVo,https://www.google.com/maps/search/?api=1&query=The%20Plumbers%20Plumber%2C%20Inc&query_place_id=ChIJVVVVVcVB24gRzwDmDBUKOVo,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,PLUMBERS,Plumbing,Independent / Likely Family-Owned (unverified),Hillsborough,Odessa,33556,"13128 S.R. 54, Odessa, FL, 33556",(239) 332-2750,theplumbersplumber.com/service-areas,4.9,413,"Plumber, Contractor, Drainage service, Service establishment, Water jet cutting service",CFC,CFC048268; CFC057504,new,,companies.json (exact_name),ChIJVVVVVcVB24gRzwDmDBUKOVo,https://www.google.com/maps/search/?api=1&query=The%20Plumbers%20Plumber%2C%20Inc&query_place_id=ChIJVVVVVcVB24gRzwDmDBUKOVo,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
B — Phone + priority county,THE PLUMBERS PLUMBER INC,Plumbing,Independent / Likely Family-Owned (unverified),Lee,North Fort Myers,33917,"3390 Trail Dairy Cir, North Fort Myers, FL, 33917",(239) 332-2750,theplumbersplumber.com/service-areas,4.9,413,"Plumber, Contractor, Drainage service, Service establishment, Water jet cutting service",CFC,CFC1425940; CFC1429575,new,,companies.json (exact_name),ChIJVVVVVcVB24gRzwDmDBUKOVo,https://www.google.com/maps/search/?api=1&query=The%20Plumbers%20Plumber%2C%20Inc&query_place_id=ChIJVVVVVcVB24gRzwDmDBUKOVo,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
B — Phone + priority county,"THE PLUMBERS, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Broward,Pompano Beach,33064,"1381 Ne 25 Street, Pompano Beach, FL, 33064",(239) 332-2750,theplumbersplumber.com/service-areas,4.9,413,"Plumber, Contractor, Drainage service, Service establishment, Water jet cutting service",CFC,CFC1431069,new,,companies.json (exact_name),ChIJVVVVVcVB24gRzwDmDBUKOVo,https://www.google.com/maps/search/?api=1&query=The%20Plumbers%20Plumber%2C%20Inc&query_place_id=ChIJVVVVVcVB24gRzwDmDBUKOVo,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,IBIS PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Lee,Cape Coral,33991,"422 Sw 2Nd Ter #207, Cape Coral, FL, 33991",(239) 574-7586,ibisplumbing.com,5,412,Plumber,CFC,CFC1429880,new,,companies.json (exact_name),ChIJVVWJhEJE24gRsrHTISnEta8,https://www.google.com/maps/search/?api=1&query=Ibis%20Plumbing&query_place_id=ChIJVVWJhEJE24gRsrHTISnEta8,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,ALL ASPECTS PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Sarasota,North Port,34288,"4938 Atlus Ave, North Port, FL, 34288",(941) 237-9717,allaspectsplumbing.com,5,397,"Plumber, Service establishment",CFC,CFC1430314,new,,companies.json (exact_name),ChIJAQAEH1paw4gR-2K4e4hyBME,https://www.google.com/maps/search/?api=1&query=All%20Aspects%20Plumbing&query_place_id=ChIJAQAEH1paw4gR-2K4e4hyBME,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,HOME LOVE PLUMBING,Plumbing,Independent / Likely Family-Owned (unverified),Pinellas,Clearwater,33765-3623,"51 S Main Ave Suite 312, Clearwater, FL, 33765-3623",(727) 810-7341,homeloveplumbing.com,4.9,387,Plumber,CFC,CFC1426222,new,,companies.json (exact_name),ChIJ-Qqpid_xwogRhMCgisIRfy8,https://www.google.com/maps/search/?api=1&query=Home%20Love%20Plumbing&query_place_id=ChIJ-Qqpid_xwogRhMCgisIRfy8,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,"OPTIMUM PLUMBING, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Pasco,Land O' Lakes,34639,"5406 Land O Lakes Blvd, Land O' Lakes, FL, 34639",(813) 391-9287,www.optimumplumbingllc.com,4.9,386,Plumber,CFC,CFC1428662,new,,companies.json (exact_name),ChIJca0jkTO8wogRHQdgI1o-JS0,https://www.google.com/maps/search/?api=1&query=Optimum%20Plumbing%20LLC&query_place_id=ChIJca0jkTO8wogRHQdgI1o-JS0,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,DOM BELLA PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),St. Lucie,Port Saint Lucie,34986,"6104 Nw Butterfly Orchid Place, Port Saint Lucie, FL, 34986",(772) 202-0944,dombellaplumbing.com,4.9,383,"Plumber, Drainage service, Hot water system supplier, Water filter supplier, Water purification company, Water softening equipment supplier, Water testing service, Water treatment supplier",CFC,CFC1429752,new,,companies.json (exact_name),ChIJYVCoOczt3ogRb7GxLv7Z_4I,https://www.google.com/maps/search/?api=1&query=Dom%20Bella%20Plumbing%20LLC&query_place_id=ChIJYVCoOczt3ogRb7GxLv7Z_4I,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,"LOFTIN PLUMBING, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Manatee,Bradenton,34206,"Po Box 1592, Bradenton, FL, 34206",(941) 500-9259,www.loftinplumbing.com,4.8,382,"Plumber, Contractor, Home help, Remodeler",CFC,CFC1430135,new,,companies.json (exact_name),ChIJx83ejNoXw4gRLbsiZmJqAzI,https://www.google.com/maps/search/?api=1&query=Loftin%20Plumbing%20LLC&query_place_id=ChIJx83ejNoXw4gRLbsiZmJqAzI,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,"REDEMPTION PLUMBING SERVICES, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Manatee,Bradenton,34207,"2908 Florida Blvd, Bradenton, FL, 34207",(941) 541-7473,www.redemptionplumbingservices.com,4.8,376,Plumber,CFC,CFC1431820,new,,companies.json (exact_name),ChIJsebi5OjwN0ER5f73Ou5KbuQ,https://www.google.com/maps/search/?api=1&query=Redemption%20Plumbing&query_place_id=ChIJsebi5OjwN0ER5f73Ou5KbuQ,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,"ROMO'S PLUMBING & A/C, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Pinellas,Largo,33774,"12515   Ulmerton Rd, Largo, FL, 33774",(727) 463-3393,romosplumbing.com,4.8,354,"Plumber, Gas installation service",CFC,CFC1427805,new,,companies.json (exact_name),ChIJEYX8Hqf5wogRr3QWcqJuCNg,https://www.google.com/maps/search/?api=1&query=Romo's%20Plumbing%20%26%20A%2FC%20Inc.&query_place_id=ChIJEYX8Hqf5wogRr3QWcqJuCNg,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,"TITAN CONTRACTING, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Lee,Cape Coral,33909,"4233 Ne 20Th Place, Cape Coral, FL, 33909",(239) 689-5060,www.yourtitanteam.com,4.8,345,"Plumber, Bathroom remodeler, Cabinet maker, Concrete contractor, Electrician, Kitchen remodeler, Contractor, Tile contractor",CFC,CFC1432107,new,,companies.json (exact_name),ChIJC1nPbnpq24gRQ5BeKcS5PKA,https://www.google.com/maps/search/?api=1&query=Titan%20Contracting%20LLC&query_place_id=ChIJC1nPbnpq24gRQ5BeKcS5PKA,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,NORTH RIVER PLUMBING SOLUTIONS LLC,Plumbing,Independent / Likely Family-Owned (unverified),Manatee,Palmetto,34221,"1611 12Th St E Suite C, Palmetto, FL, 34221",(941) 899-5843,northriverplumbingsolutions.com,5,338,"Plumber, Contractor",CFC,CFC1432499,new,,companies.json (exact_name),ChIJ9xpor0QFBQURz3Ta9jnUIT0,https://www.google.com/maps/search/?api=1&query=North%20River%20Plumbing%20Solutions%2C%20LLC&query_place_id=ChIJ9xpor0QFBQURz3Ta9jnUIT0,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,PETE'S PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Orange,Orlando,32801,"807 Washingington St, Orlando, FL, 32801",(407) 456-0081,petesplumbingfl.com,4.7,335,"Plumber, Drainage service",CFC,CFC057155,new,,companies.json (exact_name),ChIJoRAbVOF654gR3lXbhzKWXQ8,https://www.google.com/maps/search/?api=1&query=Pete's%20Plumbing%20Inc&query_place_id=ChIJoRAbVOF654gR3lXbhzKWXQ8,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,"SALEMME PLUMBING, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Pinellas,Saint Petersburg,33714,"3051 44Th Ave N, Saint Petersburg, FL, 33714",(727) 350-5704,www.salemmeplumbing.com,4.8,327,"Plumber, Gasfitter",CFC,CFC1429296,new,,companies.json (exact_name),ChIJw0yv7jb7wogRnICppQlb7W0,https://www.google.com/maps/search/?api=1&query=Salemme%20Plumbing%2C%20LLC&query_place_id=ChIJw0yv7jb7wogRnICppQlb7W0,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,HARVEY BAKER PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Orange,Orlando,32805,"1019 28Th St, Orlando, FL, 32805",(407) 859-3572,www.harveybakerplumbing.com,4.7,326,Plumber,CFC,CFC056875,new,,companies.json (exact_name),ChIJeSq0Lqxk54gRXaj5P2t13VM,https://www.google.com/maps/search/?api=1&query=Harvey%20Baker%20Plumbing%2C%20Inc&query_place_id=ChIJeSq0Lqxk54gRXaj5P2t13VM,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,REEL PLUMBING INCORPORATED INC,Plumbing,Independent / Likely Family-Owned (unverified),St. Lucie,Fort Pierce,34982,"4715 S Us Highway 1, Fort Pierce, FL, 34982",(772) 621-8282,reelplumbing.com,4.9,323,"Plumber, Drainage service",CFC,CFC1429318; CFC1433547,new,,companies.json (exact_name),ChIJDxPyv-Hl3ogRl4MeY8wkAe8,https://www.google.com/maps/search/?api=1&query=Reel%20Plumbing%20inc.&query_place_id=ChIJDxPyv-Hl3ogRl4MeY8wkAe8,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
B — Phone + priority county,ELITE AIR COOLING LLC,HVAC,Independent / Likely Family-Owned (unverified),Lee,North Fort Myers,33903,"13180  N Cleveland Ave #210, North Fort Myers, FL, 33903",(727) 234-5338,eliteplumbing.net,4.9,314,Plumber,CAC,CAC1816982,new,,companies.json (exact_name),ChIJ1w6NhqrywogRZVcDr38bIXs,https://www.google.com/maps/search/?api=1&query=Elite%20Plumbing%20Services%2C%20Inc.&query_place_id=ChIJ1w6NhqrywogRZVcDr38bIXs,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,ELITE AIR SERVICES LLC,HVAC,Independent / Likely Family-Owned (unverified),Broward,Deerfield Beach,33442,"2750 Sw 11Th Pl, Deerfield Beach, FL, 33442",(727) 234-5338,eliteplumbing.net,4.9,314,Plumber,CAC,CAC1819530,new,,companies.json (exact_name),ChIJ1w6NhqrywogRZVcDr38bIXs,https://www.google.com/maps/search/?api=1&query=Elite%20Plumbing%20Services%2C%20Inc.&query_place_id=ChIJ1w6NhqrywogRZVcDr38bIXs,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,ELITE COOLING INC,HVAC,Independent / Likely Family-Owned (unverified),Pinellas,Belleair,33756,"312 Sunny Ln, Belleair, FL, 33756",(727) 234-5338,eliteplumbing.net,4.9,314,Plumber,CAC,CAC057918,new,,companies.json (exact_name),ChIJ1w6NhqrywogRZVcDr38bIXs,https://www.google.com/maps/search/?api=1&query=Elite%20Plumbing%20Services%2C%20Inc.&query_place_id=ChIJ1w6NhqrywogRZVcDr38bIXs,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,ELITE PLUMBING SERVICES INC,Plumbing,Independent / Likely Family-Owned (unverified),Pinellas,Palm Harbor,34684,"19  Lake Shore Dr, Palm Harbor, FL, 34684",(727) 234-5338,eliteplumbing.net,4.9,314,Plumber,CFC,CFC057905,new,,companies.json (exact_name),ChIJ1w6NhqrywogRZVcDr38bIXs,https://www.google.com/maps/search/?api=1&query=Elite%20Plumbing%20Services%2C%20Inc.&query_place_id=ChIJ1w6NhqrywogRZVcDr38bIXs,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,FLORIDA ELITE HEATING AND COOLING INC,HVAC,Independent / Likely Family-Owned (unverified),Duval,Jacksonville,32224,"13758 Waterchase Way, Jacksonville, FL, 32224",(727) 234-5338,eliteplumbing.net,4.9,314,Plumber,CAC,CAC057860,new,,companies.json (exact_name),ChIJ1w6NhqrywogRZVcDr38bIXs,https://www.google.com/maps/search/?api=1&query=Elite%20Plumbing%20Services%2C%20Inc.&query_place_id=ChIJ1w6NhqrywogRZVcDr38bIXs,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,TITAN AIR CONDITIONING CO,HVAC,Independent / Likely Family-Owned (unverified),Broward,Parkland,33076,"11360 Nw 68 Ct, Parkland, FL, 33076",(813) 519-3199,www.titanplumbingandelectric.com,4.7,313,"Plumber, Electric vehicle charging station contractor, Electrical installation service, Electrical repair shop, Electrician, Electric generator shop, Hot water system supplier, Lighting contractor",CAC,CAC042617,new,,companies.json (exact_name),ChIJsR_-ZpXHwogRjUov5n5fQRM,https://www.google.com/maps/search/?api=1&query=Titan%20Plumbing%20and%20Electric&query_place_id=ChIJsR_-ZpXHwogRjUov5n5fQRM,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,TITAN PLUMBING AND ELECTRIC,Plumbing,Independent / Likely Family-Owned (unverified),Hillsborough,Tampa,33637,"8612 Poinsettia Drive, Tampa, FL, 33637",(813) 519-3199,www.titanplumbingandelectric.com,4.7,313,"Plumber, Electric vehicle charging station contractor, Electrical installation service, Electrical repair shop, Electrician, Electric generator shop, Hot water system supplier, Lighting contractor",CFC,CFC1431529,new,,companies.json (exact_name),ChIJsR_-ZpXHwogRjUov5n5fQRM,https://www.google.com/maps/search/?api=1&query=Titan%20Plumbing%20and%20Electric&query_place_id=ChIJsR_-ZpXHwogRjUov5n5fQRM,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,GRIGGS PLUMBING CO,Plumbing,Independent / Likely Family-Owned (unverified),Hillsborough,Riverview,33569,"9320 Carr Rd, Riverview, FL, 33569",(941) 748-2151,griggsplumbingco.com,4.4,311,Plumber,CFC,CFC1427724,new,,companies.json (exact_name),ChIJC4p0sAYXw4gRUKTfT7xVcas,https://www.google.com/maps/search/?api=1&query=Griggs%20Plumbing%20Co&query_place_id=ChIJC4p0sAYXw4gRUKTfT7xVcas,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,GENESIS PLUMBING CORP.,Plumbing,Independent / Likely Family-Owned (unverified),Lee,Lehigh Acres,33971,"3736 12Th St West, Lehigh Acres, FL, 33971",(772) 337-3682,genesisplumbingservices.com,4.9,310,Plumber,CFC,CFC1428903,new,,companies.json (exact_name),ChIJKcRqkznp3ogR_S3fthJpzDM,https://www.google.com/maps/search/?api=1&query=Genesis%20Plumbing%20Services%20Inc.&query_place_id=ChIJKcRqkznp3ogR_S3fthJpzDM,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,GENESIS PLUMBING SERVICES INC,Plumbing,Independent / Likely Family-Owned (unverified),St. Lucie,Port St Lucie,34952-5549,"1532 Se Village Green Dr Suite B, Port St Lucie, FL, 34952-5549",(772) 337-3682,genesisplumbingservices.com,4.9,310,Plumber,CFC,CFC1429103,new,,companies.json (exact_name),ChIJKcRqkznp3ogR_S3fthJpzDM,https://www.google.com/maps/search/?api=1&query=Genesis%20Plumbing%20Services%20Inc.&query_place_id=ChIJKcRqkznp3ogR_S3fthJpzDM,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,HOME TEAM PLUMBING INC.,Plumbing,Independent / Likely Family-Owned (unverified),Pinellas,Pinellas Park,33781,"5633 70Th Avenue N., Pinellas Park, FL, 33781",(727) 310-4111,www.hometeamplumbers.com,4.7,309,"Plumber, Drainage service",CFC,CFC1427092,new,,companies.json (exact_name),ChIJf4tC5o3jwogRlBozCdPYc_M,https://www.google.com/maps/search/?api=1&query=Home%20Team%20Plumbing%2C%20Inc&query_place_id=ChIJf4tC5o3jwogRlBozCdPYc_M,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,SCOTT'S PLUMBING,Plumbing,Independent / Likely Family-Owned (unverified),Lee,Cape Coral,33993,"2202 Nw 8Th Place, Cape Coral, FL, 33993",(239) 288-9606,scottsplumbingfl.com,5,303,Plumber,CFC,CFC1428788,new,,companies.json (exact_name),ChIJVVSZ8cwT24gR_8PwlQq69Uk,https://www.google.com/maps/search/?api=1&query=Scott's%20Plumbing&query_place_id=ChIJVVSZ8cwT24gR_8PwlQq69Uk,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,PRESTIGE PLUMBING & RESTORATION,Plumbing,Independent / Likely Family-Owned (unverified),Sarasota,Sarasota,34240,"1165 Fox Creek Dr., Sarasota, FL, 34240",(941) 882-0688,www.prestigious-plumber.com,4.9,300,"Plumber, Drainage service, Gas installation service",CFC,CFC1427131,new,,companies.json (exact_name),ChIJNc0jUzxHw4gRBcbicWEjdJg,https://www.google.com/maps/search/?api=1&query=Prestige%20Plumbing%20%26%20Restoration&query_place_id=ChIJNc0jUzxHw4gRBcbicWEjdJg,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,PIRATES PLUMBING,Plumbing,Independent / Likely Family-Owned (unverified),Pinellas,Palm Harbor,34683,"3114  Alt 19 #A, Palm Harbor, FL, 34683",(727) 761-5035,piratesplumbing.com,4.8,298,"Plumber, Bathroom remodeler, Drainage service, Gas installation service, Gasfitter, Hot water system supplier, Water softening equipment supplier",CFC,CFC1432134,new,,companies.json (exact_name),ChIJJ-NuNxzzwogR3eAgX4AWhuY,https://www.google.com/maps/search/?api=1&query=Pirates%20Plumbing&query_place_id=ChIJJ-NuNxzzwogR3eAgX4AWhuY,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,DYLEWSKI PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Martin,Stuart,34997,"2285 Sw Ranch Trail, Stuart, FL, 34997",(772) 283-8640,martincountyplumbing.com,4.8,285,Plumber,RF,RF0066834,new,,companies.json (exact_name),ChIJRRmUXLbE3ogRQDo2Zn9wzNU,https://www.google.com/maps/search/?api=1&query=Dylewski%20Plumbing%20Inc.&query_place_id=ChIJRRmUXLbE3ogRQDo2Zn9wzNU,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,"PAUL STEIN PLUMBING OF FLORIDA, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Collier,Naples,34113,"7871 Players St., Naples, FL, 34113",(239) 374-1341,www.paulsteinplumbing.com,4.7,271,Plumber,CFC,CFC058039; CFC1430604,new,,companies.json (exact_name),ChIJKXjnMqXv2ogRfji09vJV1y4,https://www.google.com/maps/search/?api=1&query=Paul%20Stein%20Plumbing&query_place_id=ChIJKXjnMqXv2ogRfji09vJV1y4,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
B — Phone + priority county,HEAVENLY PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Pinellas,St. Petersburg,33710,"2000 Dormieone Rd N, St. Petersburg, FL, 33710",(727) 238-4207,heavenlyplumbing.com/contact-us,5,264,Plumber,CFC,CFC1434031,new,,companies.json (exact_name),ChIJAQCUczvjwogRhM_qhCkf7f8,https://www.google.com/maps/search/?api=1&query=Heavenly%20Plumbing%20LLC&query_place_id=ChIJAQCUczvjwogRhM_qhCkf7f8,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
