tier,company_name,trade,ownership_type,county,city,zip,address,phone,website,google_rating,google_reviews,services,license_types,license_numbers,status,notes,match_source,google_place_id,google_url,ownership_confidence,parent_company_or_notes,active_license_count
"D — Priority county, needs phone research","ATTAWAY SERVICES, INC.",Mechanical,Independent / Likely Family-Owned (unverified),Broward,Davie,33330,"5201 Sw 113Th Ave, Davie, FL, 33330",,,,,,CMC,CMC1250851,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",ATTEE AC SERVICES INC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Palm Beach,Lake Worth,33463,"4706 Carver Street, Lake Worth, FL, 33463",,,,,,"CAC, CFC",CAC1822345; CFC1432269,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research",ATTIC FANATICS,HVAC,Independent / Likely Family-Owned (unverified),Broward,Hallandale,33009,"2408 Ne 9Th St, Hallandale, FL, 33009",,,,,,CAC,CAC1824674,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AUDRAWINGS LLC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33055,"5440 Nw 172Nd St, Miami, FL, 33055",,,,,,"CFC, CMC",CFC1434205; CMC1251723,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research",AUGUST AIRE,HVAC,Independent / Likely Family-Owned (unverified),Collier,Naples,34119,"5035 Coral Wood Drive, Naples, FL, 34119",,,,,,CAC,CAC1823958,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","AUGUST BREEZE, INC.",HVAC,Independent / Likely Family-Owned (unverified),Broward,Hollywood,33021,"2341  N 58 Ave, Hollywood, FL, 33021",,,,,,"CAC, RA",CAC1822763; RA13067639,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research","AUGUST GENERAL CONTRACTING, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Collier,Naples,34109,"1915 Trade Center Way Suite 1, Naples, FL, 34109",,,,,,CFC,CFC1429179,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AURA AMERICA HVAC LLC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Broward,Weston,33327,"1242 Meadows Blvd, Weston, FL, 33327",,,,,,"CFC, CMC",CFC1428446; CMC1251254,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research",AURORA AIR INC,HVAC,Independent / Likely Family-Owned (unverified),Palm Beach,Boca Raton,33433,"21218 St Andrews Blvd #502, Boca Raton, FL, 33433",,,,,,CAC,CAC1816460,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AURORA HVAC CORP.,HVAC,Independent / Likely Family-Owned (unverified),Broward,Deerfield Beach,33442,"1239 E Newport Center Dr Suite 115, Deerfield Beach, FL, 33442",,,,,,CAC,CAC1824570,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AURORA MECHANICAL CONTRACTORS INC,Mechanical,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33166,"5521 Nw 74Th Ave., Miami, FL, 33166",,,,,,CMC,CMC056978,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AURORA PLUMBING CORPORATION,Plumbing,Independent / Likely Family-Owned (unverified),Miami-Dade,Hialeah,33010,"301  East 10Th Ave, Hialeah, FL, 33010",,,,,,CFC,CFC1427483,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","AUSTEN AIR CONDITIONING, INC.",HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami Springs,33166,"1151 Swan Avenue, Miami Springs, FL, 33166",,,,,,CAC,CAC1817770; CAC1824116,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research",AUSTIN CONSTRUCTION GROUP INC.,Plumbing,Independent / Likely Family-Owned (unverified),Hillsborough,Tampa,33619,"2430  Us Hwy 301, Tampa, FL, 33619",,,,,,CFC,CFC1430334,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AUSTIN L HATTAWAY CONTRACTING LLC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Duval,Jacksonville Beach,32250,"4264   Tide View Dr, Jacksonville Beach, FL, 32250",,,,,,"CFC, CMC",CFC1432734; CMC1251340,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research",AUSTIN'S AIR LLC,HVAC,Independent / Likely Family-Owned (unverified),Duval,Jacksonville,32226,"6619 Ramoth Dr, Jacksonville, FL, 32226",,,,,,CAC,CAC1823110,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AUTHENTIC AIR & HEAT INC,HVAC,Independent / Likely Family-Owned (unverified),Sarasota,Sarasota,34232,"4007 Condor Lane, Sarasota, FL, 34232",,,,,,CAC,CAC057830,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AUTHENTIC AIR SOLUTIONS LLC,HVAC,Independent / Likely Family-Owned (unverified),Hillsborough,Riverview,33579,"10948 Keys Gate Drive, Riverview, FL, 33579",,,,,,CAC,CAC1820318,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AUTHENTIC CONSTRUCTION AFFAIRS CORP,HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami Gardens,33055,"5631 Nw 190  Ln, Miami Gardens, FL, 33055",,,,,,CAC,CAC1822581,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","AUTHORIZED MAINTENANCE AND PROPERTY MANAGEMENT, INC",HVAC,Independent / Likely Family-Owned (unverified),Palm Beach,West Palm Beach,33412,"12822  83Rd Ln N, West Palm Beach, FL, 33412",,,,,,CAC,CAC057825,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AUTIE & PERDOMO GROUP LLC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Broward,Sunrise,33323,"11651 Nw 40Th Pl, Sunrise, FL, 33323",,,,,,"CAC, CFC, CMC",CAC1823075; CFC1433059; CMC1251517,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,3
"D — Priority county, needs phone research",AUTOMATED AIR CONDITIONING,HVAC,Independent / Likely Family-Owned (unverified),Palm Beach,Wellington,33414,"15725 Boeing Ct, Wellington, FL, 33414",,,,,,CAC,CAC057489,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AUTOMATED BUILDING CONTROL SYSTEMS INC,Mechanical,Independent / Likely Family-Owned (unverified),Hillsborough,Tampa,33614-7665,"4311 W Ida Street, Tampa, FL, 33614-7665",,,,,,CMC,CMC057000; CMC1249833,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research","AUTOMATED CONTROL ENGINEERS, INC.",Mechanical,Independent / Likely Family-Owned (unverified),Duval,Jacksonville,32260,"Po Box 600858, Jacksonville, FL, 32260",,,,,,CMC,CMC056755,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","AUTOMATED PORT SERVICES, INC",Plumbing,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33186-6433,"12306 Sw 133Rd Ct, Miami, FL, 33186-6433",,,,,,CFC,CFC1428118,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","AUTOMATED WATER SYSTEMS , INC.",Plumbing,Independent / Likely Family-Owned (unverified),Lee,North Fort Myers,33917,"189  Eland Dr., North Fort Myers, FL, 33917",,,,,,CFC,CFC1431589,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AUTOMATIC CONTROL A/C CORP,HVAC,Independent / Likely Family-Owned (unverified),Broward,Parkland,33067,"5769 Nw 69Th Way, Parkland, FL, 33067",,,,,,CAC,CAC058260,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AUTOMATION ENGINEERING & CONSULTING CORP.,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33185,"16222 Sw 51St Ter, Miami, FL, 33185",,,,,,"CFC, CMC",CFC1433662; CMC1251595,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research",AV & V AIR CONDITIONING INC,HVAC,Independent / Likely Family-Owned (unverified),Orange,Orlando,32835,"333 Ketch Ct, Orlando, FL, 32835",,,,,,CAC,CAC1814433,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AV CONSTRUCTION GROUP CORP,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33156,"7700  N Kendall Dr,Suit 508-A, Miami, FL, 33156",,,,,,"CFC, CMC",CFC1434190; CMC1251642,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research","AV MECHANICAL, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Palm Beach,Palm Beach Gardens,33410,"4131 Burns Road, Palm Beach Gardens, FL, 33410",,,,,,CFC,CFC1431614; CFC1431673,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research",AVALANCHE AC MECHANICAL LLC,Mechanical,Independent / Likely Family-Owned (unverified),Broward,Sunrise,33351,"5333 Nw 93Rd Terrace, Sunrise, FL, 33351",,,,,,CMC,CMC1249784,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AVALANCHE AIR CORP,HVAC,Independent / Likely Family-Owned (unverified),Palm Beach,Lake Worth,33467,"9226  Wrangler Dr, Lake Worth, FL, 33467",,,,,,CAC,CAC057475,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AVALON AIR & HEATING LLC,HVAC,Independent / Likely Family-Owned (unverified),Pasco,Spring Hill,34610,"17941 Student Acrs St, Spring Hill, FL, 34610",,,,,,CAC,CAC1822120,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AVALON AIR INC,HVAC,Independent / Likely Family-Owned (unverified),Martin,Hobe Sound,33455,"11718 Se Federal Highway Box 101, Hobe Sound, FL, 33455",,,,,,CAC,CAC1815127; CAC1820897,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research",AVALOS AIR LLC,HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Homestead,33030,"19220 Sw 318 Ter, Homestead, FL, 33030",,,,,,CAC,CAC1823264,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","AVANTE QUALITY, CORP.",Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33134,"3725  W Flagler St, Miami, FL, 33134",,,,,,"CFC, CMC",CFC1432222; CMC1251224,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research","AVATAR TECH SOLUTIONS, CORP.",HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33135,"2993 Sw 3Rd St, Miami, FL, 33135",,,,,,CAC,CAC1819016,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AVEN AIR CONDITIONING ALBERTO ACOSTA INC,HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33156,"8625 Sw 108 St, Miami, FL, 33156",,,,,,CAC,CAC042622,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AVENTA CONSTRUCTION LLC,Plumbing,Independent / Likely Family-Owned (unverified),Hillsborough,Tampa,33602,"1041 Royal Pass Road, Tampa, FL, 33602",,,,,,CFC,CFC1431853,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","AVENTURA AIR CONDITIONING, INC",HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33179,"19100 Ne 20 Avenue, Miami, FL, 33179",,,,,,CAC,CAC057877,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AVENTURA ENGINEERING LLC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Broward,Sunrise,33351,"10142 Nw 50Th St, Sunrise, FL, 33351",,,,,,"CFC, CMC",CFC056951; CMC056859,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research",AVENTURA PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Broward,Hollywood,33024,"6880  Liberty Street, Hollywood, FL, 33024",,,,,,CFC,CFC057488,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AVERIKA CONSULTING CORP.,Plumbing,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33155,"8340 Sw 30Th St, Miami, FL, 33155",,,,,,CFC,CFC1428690,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","AVERY CONSTRUCTION DESIGN CONSULTING, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Hillsborough,Tampa,33626,"14855 Tudor Chase Dr, Tampa, FL, 33626",,,,,,CFC,CFC1432657,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AVG AIR CONDITIONING CORP,HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Virgina Gardens,33166,"6695 Nw 40Th Street, Virgina Gardens, FL, 33166",,,,,,CAC,CAC1817501,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","AVI CUSTOM CABINET, INC",Plumbing,Independent / Likely Family-Owned (unverified),Broward,Pompano Beach,33069,"1910 Nw 18Th St. Bay 1, Pompano Beach, FL, 33069",,,,,,CFC,CFC1431306,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AVI-AIR A/C & REFRIGERATION,HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33162-3436,"44 Ne 165Th Street, Miami, FL, 33162-3436",,,,,,CAC,CAC023509; CAC1815045,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research",AVID MECHANICAL REFRIGERATION & AIR CONDITIONING LLC,HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Hialeah,33010,"845 East 14Th Place, Hialeah, FL, 33010",,,,,,CAC,CAC1819190,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AVIR MECHANICAL LLC,Mechanical,Independent / Likely Family-Owned (unverified),Miami-Dade,Hialeah,33018,"8816 Nw 181St St, Hialeah, FL, 33018",,,,,,CMC,CMC1251883,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","AVIV AIR CONDITIONING, INC.",HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Sunny Isles Beach,33160,"100 Bayview Dr #723, Sunny Isles Beach, FL, 33160",,,,,,CAC,CAC1818968,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AVP CONSTRUCTION INC.,Plumbing,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33130,"957 Sw 7Th St, Miami, FL, 33130",,,,,,CFC,CFC1433528,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AVRAX IMPACT WINDOWS & DOORS CORP,Plumbing,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami Gardens,33055,"18666 Nw 54 Ct, Miami Gardens, FL, 33055",,,,,,CFC,CFC1434609,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AWESOME AIR SERVICES LLC,HVAC,Independent / Likely Family-Owned (unverified),Pinellas,Palm Harbor,34685,"1330 Palmer Ln, Palm Harbor, FL, 34685",,,,,,CAC,CAC1823676,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","AWESOME PLUMBING SERVICES, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Lee,Alva,33920,"2950  Packinghouse Rd, Alva, FL, 33920",,,,,,CFC,CFC1434366,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AXIOM HEATING AND AIR,HVAC,Independent / Likely Family-Owned (unverified),Duval,Jacksonville,32225,"13147 Fort Caroline Road, Jacksonville, FL, 32225",,,,,,CAC,CAC1818252,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AXUM 3 CORPORATION,Plumbing,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33172,"9930 Nw 5Th Lane, Miami, FL, 33172",,,,,,CFC,CFC1434231,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AYA CONTRACTOR LLC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Palm Beach,Greenacres,33463,"441 Broward Ave, Greenacres, FL, 33463",,,,,,"CFC, CMC",CFC1433737; CMC1251740,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research","AYCH CONSTRUCTION & PLUMBING, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Lee,North Fort Myers,33917,"16073  Enclaves Cove Drive, North Fort Myers, FL, 33917",,,,,,CFC,CFC1430384,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AYD CONTRACTOR LLC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami Lakes,33014,"14203 Alamanda Ave, Miami Lakes, FL, 33014",,,,,,"CFC, CMC",CFC1431760; CMC1251544,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research","AYR SERVICES, INC.",HVAC,Independent / Likely Family-Owned (unverified),Lee,Cape Coral,33909,"222 Ne 22Nd Avenue, Cape Coral, FL, 33909",,,,,,CAC,CAC1819577; CAC1824472,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research","AYRES CONDITIONING, LLC",HVAC,Independent / Likely Family-Owned (unverified),Sarasota,North Port,34286,"2970 Cartwright Lane, North Port, FL, 34286",,,,,,CAC,CAC1820831,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","AZ CONTRACTING OF SOUTH FLORIDA, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Broward,Ft Laudedale,33334,"5731 Ne 14Th Ave, Ft Laudedale, FL, 33334",,,,,,CFC,CFC1429133,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AZ REMODELING & PLUMBING INC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Pasco,Hudson,34667,"12301 Quail Run Row, Hudson, FL, 34667",,,,,,"CFC, CMC",CFC1430609; CMC1251451,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research",AZECH LLC,Plumbing,Independent / Likely Family-Owned (unverified),Broward,Plantation,33325,"13408 Nw 5Th Ct, Plantation, FL, 33325",,,,,,CFC,CFC1431237,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","AZM HOME DESIGN, LLC.",HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33018,"18160 Nw 90 Avenue, Miami, FL, 33018",,,,,,CAC,CAC1814226,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",AZR GROUP INC,HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33186,"9062 Sw 142Nd Path, Miami, FL, 33186",,,,,,CAC,CAC1819320,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","AZULIA PLUMBING SERVICES, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami Gardens,33056,"3460 Northwest 171St Street, Miami Gardens, FL, 33056",,,,,,CFC,CFC1430717,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","B & B COOL AIR, LLC",HVAC,Independent / Likely Family-Owned (unverified),St. Lucie,Fort Pierce,34982,"3700 S. Us Hwy. 1, Fort Pierce, FL, 34982",,,,,,CAC,CAC1822814,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",B & B HEATING AND COOLING INC,HVAC,Independent / Likely Family-Owned (unverified),Pasco,New Port Richey,34652,"5134 Reseda Dr, New Port Richey, FL, 34652",,,,,,CAC,CAC1815781,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","B & B MAJOR APPLIANCE SERVICE, INC.",HVAC,Independent / Likely Family-Owned (unverified),Pinellas,St. Petersburg,33711,"3835 1St Ave South, St. Petersburg, FL, 33711",,,,,,CAC,CAC1822570,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",B & B PROFESSIONAL PLUMBING,Plumbing,Independent / Likely Family-Owned (unverified),Pinellas,Clearwater,33756,"1654 South Frederica Avenue, Clearwater, FL, 33756",,,,,,CFC,CFC057523,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",B & C PLUMBING,Plumbing,Independent / Likely Family-Owned (unverified),Hillsborough,Riverview,33579,"11437 Cambray Creek Loop, Riverview, FL, 33579",,,,,,CFC,CFC022574,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","B & G PLUMBING, HEATING & AIR CONDITIONING, LLC",HVAC,Independent / Likely Family-Owned (unverified),Duval,Jacksonville,32216,"2232 Corporate Square Blvd, Jacksonville, FL, 32216",,,,,,CAC,CAC1814123,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",B & G REFRIGERATION COMPANY INC,HVAC,Independent / Likely Family-Owned (unverified),Duval,Jacksonville,32225,"11309 Harbour Woods Rd S, Jacksonville, FL, 32225",,,,,,CAC,CAC1813635,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","B & G SOLUTIONS USA, LLC",HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,North Miami,33181,"11900 Biscayne Blvd. Suite 720, North Miami, FL, 33181",,,,,,CAC,CAC1822866,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",B & I CONTRACTORS INC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Lee,Fort Myers,33916,"2701 Prince Street, Fort Myers, FL, 33916",,,,,,"CFC, CMC",CFC1428277; CFC1432529; CMC056245; CMC1251280; CMC1251290,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,5
"D — Priority county, needs phone research","B & J HEATING AND AIR CONDITIONING, INC.",HVAC,Independent / Likely Family-Owned (unverified),Pinellas,Clearwater,33764,"1828 Northwood Drive, Clearwater, FL, 33764",,,,,,CAC,CAC1819389,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",B & M AIR CONDITIONING INC,HVAC,Independent / Likely Family-Owned (unverified),Orange,Orlando,32829,"8795 Windsor Pointe Drive, Orlando, FL, 32829",,,,,,CAC,CAC1813218,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",B & O AIR CONDITIONING INC,HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami Shores,33138,"730 Ne 90Th Street 109, Miami Shores, FL, 33138",,,,,,CAC,CAC1822131,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",B & R ENGINEERING CORPORATION,Mechanical,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33186,"9371 Sw  118Th Place, Miami, FL, 33186",,,,,,CMC,CMC056674,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",B & V REFRIGERATION INC,HVAC,Independent / Likely Family-Owned (unverified),Orange,Winter Park,32789,"513 N Virginia Avenue, Winter Park, FL, 32789",,,,,,CAC,CAC058492,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",B A C A R R A/C & HEATING,HVAC,Independent / Likely Family-Owned (unverified),Manatee,Sarasota,34243,"6605 33Rd St. E Unit B, Sarasota, FL, 34243",,,,,,CAC,CAC056745,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",B C MECHANICAL CONTRACTOR INC,Mechanical,Independent / Likely Family-Owned (unverified),Duval,Jacksonville,32204,"2572 Edison Avenue, Jacksonville, FL, 32204",,,,,,CMC,CMC056779,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
